,State,Total Issued 2025,Total New Issued 2025,Held by CCC 2025,Under Shipping Order,Open 2025,Open 2024,Open 2023,Open 2022 and earlier,Total Open
0,AL & FL,522200,521936,177969,82136,486093,4885,315,1104,492397
1,AR,1174069,1169217,1005264,64968,1136228,21262,172,1520,1159182
2,AZ & NM,102583,102583,50208,16232,102583,36476,2386,1672,143117
3,CA,185225,185225,136489,9285,182641,42295,3029,3365,231330
4,GA,1356030,1323100,306472,228154,1290008,50442,5230,2862,1348542
5,KS & OK,354070,353460,55149,30749,337194,2252,469,564,340479
6,LA,262085,262085,194308,23881,231823,1251,114,1270,234458
7,MO,269339,269339,209014,20048,260990,5032,37,199,266258
8,MS,702423,692974,563279,42235,654494,14253,374,3026,672147
9,NC & VA,722902,719795,258086,87609,684984,29943,3110,2412,720449
10,SC,189898,188573,110523,22421,186911,4109,229,524,191773
11,TN,764039,750547,646839,48111,730725,41995,1445,1785,775950
12,TX,3938843,3791527,1160594,338763,3195302,195240,18768,38526,3447836
13,--TOTAL,10543706,10330361,4874194,1014592,9479976,449435,35678,58829,10023918
