,State,Total Issued 2025,Total New Issued 2025,Held by CCC 2025,Under Shipping Order,Open 2025,Open 2024,Open 2023,Open 2022 and earlier,Total Open
0,AL & FL,41633,41633,0,9402,41633,15981,397,1139,59150
1,AR,154992,154992,7414,55783,154992,100682,307,1609,257590
2,AZ & NM,6720,6720,0,14808,6720,79360,3003,1802,90885
3,CA,2372,2372,211,5431,2372,66138,3029,3365,74904
4,GA,70962,70962,0,49887,70962,111739,6496,2845,192042
5,KS & OK,6420,6420,0,0,6420,4896,524,833,12673
6,LA,69127,69127,13940,2904,69126,4173,134,1270,74703
7,MO,11289,11289,0,7913,11289,19606,47,208,31150
8,MS,104798,104798,13030,59805,104798,81267,1347,3118,190530
9,NC & VA,5727,5641,0,84343,5726,121638,3347,2445,133156
10,SC,1178,1174,0,18441,1174,24005,286,526,25991
11,TN,62884,62884,3974,95077,62884,183018,1561,2773,250236
12,TX,1009022,981561,201995,239966,848029,367227,19142,38739,1273137
13,--TOTAL,1547124,1519573,240564,643760,1386125,1179730,39620,60672,2666147
