,State,Total Issued 2025,Total New Issued 2025,Held by CCC 2025,Under Shipping Order,Open 2025,Open 2024,Open 2023,Open 2022 and earlier,Total Open
0,AL & FL,208454,208454,65431,19498,207038,8484,315,1108,216945
1,AR,619226,619142,391142,39184,619138,67003,205,1520,687866
2,AZ & NM,18184,18184,11278,29769,18184,63792,2576,1799,86351
3,CA,56149,56149,30307,8527,56149,58274,3029,3365,120817
4,GA,393010,390608,81108,45013,390448,79561,5881,2822,478712
5,KS & OK,96387,96387,27315,3565,96387,4022,482,833,101724
6,LA,169750,169750,113528,15161,169132,2425,114,1270,172941
7,MO,118109,118109,60113,5700,118109,12875,47,208,131239
8,MS,457920,457832,349655,34518,457825,39267,1354,3087,501533
9,NC & VA,204508,204422,69969,49064,202211,73736,3185,2418,281550
10,SC,36973,36881,12632,13858,36968,16762,254,526,54510
11,TN,430458,427020,243731,69563,426809,116839,1577,1831,547056
12,TX,1816349,1759823,454127,268718,1490960,285507,18860,38735,1834062
13,--TOTAL,4625477,4562761,1910336,602138,4289358,828547,37879,59522,5215306
