,State,Total Issued 2025,Total New Issued 2025,Held by CCC 2025,Under Shipping Order,Open 2025,Open 2024,Open 2023,Open 2022 and earlier,Total Open
0,AL & FL,586430,583893,187404,112159,494599,3273,315,1103,499290
1,AR,1248575,1230721,1016348,83362,1108438,13788,163,1510,1123899
2,AZ & NM,184469,184469,107461,18109,179452,29637,2259,1668,213016
3,CA,253715,253715,194178,11576,238023,35984,3029,3365,280401
4,GA,1850019,1735958,448680,436955,1607111,37082,5083,2833,1652109
5,KS & OK,538692,533719,92469,88686,459829,1684,160,523,462196
6,LA,264266,264266,151466,33343,197809,715,114,1270,199908
7,MO,320299,320299,257408,16005,290304,1745,37,198,292284
8,MS,768365,699796,526683,71512,613588,8937,371,3024,625920
9,NC & VA,839148,815315,221172,144801,719243,22005,2913,2129,746290
10,SC,266950,264039,152545,21378,247791,2199,196,524,250710
11,TN,829339,804883,682002,40968,735666,26448,1403,1782,765299
12,TX,5200490,4888672,1835211,544059,3978446,165960,18113,38015,4200534
13,--TOTAL,13150757,12579745,5873027,1622913,10870299,349457,34156,57944,11311856
