,State,Total Issued 2024,Total New Issued 2024,Held by CCC 2024,Under Shipping Order,Open 2024,Open 2023,Open 2022,Open 2021 and earlier,Total Open
0,AL & FL,720843,706146,6545,27857,72244,708,523,666,74141
1,AR,1739643,1582512,187864,100344,363424,1530,1069,781,366804
2,AZ & NM,339115,331915,116591,5801,150094,3950,2546,493,157083
3,CA,285457,285457,89988,6620,115008,3999,2668,1202,122877
4,GA,2893061,1949409,37759,161831,346320,9134,1251,1815,358520
5,KS & OK,541150,425132,3208,4818,23838,572,829,440,25679
6,LA,379254,379254,10602,12665,28566,295,825,549,30235
7,MO,388113,388113,49177,13048,71747,67,159,250,72223
8,MS,1425437,1104908,87720,153766,380127,4899,2369,904,388299
9,NC & VA,1271141,1002859,49786,112194,371035,4106,1722,1048,377911
10,SC,363353,321249,17587,31868,80866,355,194,333,81748
11,TN,1836511,1410500,237922,146733,524808,2672,734,2550,530764
12,TX,5587054,4025555,229510,191370,860080,22481,19464,21496,923521
13,--TOTAL,17770132,13913009,1124259,968915,3388157,54768,34353,32527,3509805
