,Region,2021,2022,2023,2024,2025
0,AL & FL,679449,862673,743114,714119,607280
1,AR,1209902,1382045,1171981,1636458,1312569
2,AZ & NM,375470,369828,282657,326068,262816
3,CA,275015,320889,203807,284795,299360
4,GA,2707196,3262963,2444343,2360347,2213168
5,KS & OK,799448,429820,390533,490122,689558
6,LA,255930,413815,244549,379254,264630
7,MO,315831,398195,382134,388113,320299
8,MS,1055740,1256935,940379,1173588,862930
9,NC & VA,979471,1271443,967342,1088097,928434
10,SC,397153,439319,316306,326254,285490
11,TN,1139399,1421987,1395973,1569029,933797
12,TX,8175674,3452670,3102690,4759359,6051300
