,State,Total Issued 2025,Total New Issued 2025,Held by CCC 2025,Under Shipping Order,Open 2025,Open 2024,Open 2023,Open 2022 and earlier,Total Open
0,AL & FL,619386,599839,9833,109206,220425,1580,307,1066,223378
1,AR,1334892,1240091,135341,317346,738010,5242,162,1501,744915
2,AZ & NM,276273,271867,107586,52675,194704,7581,1641,1666,205592
3,CA,304939,304939,137296,16868,187755,25437,2798,2007,217997
4,GA,2460646,1798901,30567,483227,773247,24676,4882,2658,805463
5,KS & OK,792150,739656,64900,184043,374749,656,127,339,375871
6,LA,264630,264278,5774,38461,73212,286,112,1240,74850
7,MO,320299,320299,51012,64000,164631,552,37,135,165355
8,MS,942067,699823,54887,161445,458333,2531,364,2004,463232
9,NC & VA,1044562,835179,23278,153537,431392,8522,2602,1993,444509
10,SC,292213,274018,2458,76715,152617,1249,166,451,154483
11,TN,995338,850535,209997,206446,640309,9961,1605,1709,653584
12,TX,6564549,5206023,467123,944022,2648028,92575,17200,31875,2789678
13,--TOTAL,16211944,13405448,1300052,2807991,7057412,180848,32003,48644,7318907
