,State,Total Issued 2025,Total New Issued 2025,Held by CCC 2025,Under Shipping Order,Open 2025,Open 2024,Open 2023,Open 2022 and earlier,Total Open
0,AL & FL,631851,599839,7633,38560,101201,827,304,1060,103392
1,AR,1349189,1240091,76130,179027,348240,3352,133,930,352655
2,AZ & NM,278200,271867,92026,14725,127584,6928,1619,1194,137325
3,CA,304939,304939,69054,10993,100235,18999,1984,1062,122280
4,GA,2624016,1798901,23749,159215,301995,15005,1652,2631,321283
5,KS & OK,835599,760012,26535,69003,149454,292,60,231,150037
6,LA,264630,264278,4267,16700,27288,274,105,542,28209
7,MO,320299,320299,39301,33494,90080,430,15,129,90654
8,MS,1049171,699823,27466,155619,274213,1613,377,1089,277292
9,NC & VA,1084839,836142,22018,85936,256509,5588,2481,1874,266452
10,SC,294777,275088,3286,29959,64346,396,164,445,65351
11,TN,1111577,850589,182244,131714,411061,8725,516,761,421063
12,TX,7370459,5208121,190374,465795,1498027,56861,15677,29969,1600534
13,--TOTAL,17519546,13429989,764083,1390740,3750233,119290,25087,41917,3936527
