,State,Total Issued 2026,Total New Issued 2026,Held by CCC 2026,Under Shipping Order,Open 2026,Open 2025,Open 2024,Open 2023 and earlier,Total Open
0,AL & FL,0,0,0,29239,0,72614,824,1095,74533
1,AR,0,0,0,137180,0,272255,3080,865,276200
2,AZ & NM,0,0,0,5715,0,110259,5332,2536,118127
3,CA,0,0,0,21698,0,82164,18278,2998,103440
4,GA,0,0,0,109779,0,212681,13307,3848,229836
5,KS & OK,0,0,0,31754,0,67243,209,290,67742
6,LA,0,0,0,9151,0,16208,274,647,17129
7,MO,0,0,0,26931,0,71693,430,144,72267
8,MS,0,0,0,122910,0,211824,1514,1378,214716
9,NC & VA,0,0,0,83210,0,204124,4197,3550,211871
10,SC,0,0,0,16564,0,43804,318,609,44731
11,TN,0,0,0,95245,0,324361,7960,1124,333445
12,TX,0,0,0,273963,0,1106111,43370,44466,1193947
13,--TOTAL,0,0,0,963339,0,2795341,99093,63550,2957984
