,State,Total Issued 2025,Total New Issued 2025,Held by CCC 2025,Under Shipping Order,Open 2025,Open 2024,Open 2023,Open 2022 and earlier,Total Open
0,AL & FL,0,0,0,30720,0,53815,669,1167,55651
1,AR,0,0,0,61417,0,258088,436,1673,260197
2,AZ & NM,0,0,0,8838,0,132024,3766,2238,138028
3,CA,0,0,0,4339,0,89838,3806,3562,97206
4,GA,0,0,0,93879,0,248147,6759,2886,257792
5,KS & OK,0,0,0,5424,0,16684,525,1269,18478
6,LA,0,0,0,6072,0,17953,295,1293,19541
7,MO,0,0,0,6552,0,54462,67,383,54912
8,MS,0,0,0,121240,0,305495,1389,3195,310079
9,NC & VA,0,0,0,119554,0,296316,3694,2740,302750
10,SC,0,0,0,18215,0,57302,335,526,58163
11,TN,0,0,4470,105781,0,397829,2119,3144,403092
12,TX,22739,22739,0,133879,22739,688397,20774,40361,772271
13,--TOTAL,22739,22739,4470,715910,22739,2616350,44634,64437,2748160
