,State,Total Issued 2025,Total New Issued 2025,Held by CCC 2025,Under Shipping Order,Open 2025,Open 2024,Open 2023,Open 2022 and earlier,Total Open
0,AL & FL,631851,599839,8244,36808,102438,827,304,1060,104629
1,AR,1349189,1240091,78057,181638,354711,3375,133,1106,359325
2,AZ & NM,278200,271867,95400,10929,127584,6928,1619,1194,137325
3,CA,304939,304939,70708,11716,102086,19002,1984,1062,124134
4,GA,2624016,1798901,27198,158413,308040,15225,1652,2631,327548
5,KS & OK,835515,760012,26535,91512,172180,294,60,232,172766
6,LA,264630,264278,4267,16788,27376,274,105,542,28297
7,MO,320299,320299,39658,32270,90347,430,15,129,90921
8,MS,1048747,699823,27935,163711,284175,1613,377,1089,287254
9,NC & VA,1084839,836142,22451,86475,258170,5588,2481,1874,268113
10,SC,294777,275088,3323,29897,64954,396,164,445,65959
11,TN,1110410,850589,190627,134184,416468,8730,516,761,426475
12,TX,7364877,5208121,204306,451847,1520763,57344,15677,29970,1623754
13,--TOTAL,17512289,13429989,798709,1406188,3829292,120026,25087,42095,4016500
