,State,Total Issued 2025,Total New Issued 2025,Held by CCC 2025,Under Shipping Order,Open 2025,Open 2024,Open 2023,Open 2022 and earlier,Total Open
0,AL & FL,0,0,0,25198,0,58202,669,1168,60039
1,AR,0,0,0,71648,0,285381,436,1707,287524
2,AZ & NM,0,0,0,12740,0,138112,3923,3039,145074
3,CA,0,0,0,8116,0,97913,3954,3708,105575
4,GA,0,0,0,101471,0,266106,7391,2910,276407
5,KS & OK,0,0,0,2428,0,18159,549,1269,19977
6,LA,0,0,0,6573,0,19873,295,1310,21478
7,MO,0,0,0,11177,0,59352,67,388,59807
8,MS,0,0,0,128142,0,323874,1389,3218,328481
9,NC & VA,0,0,0,107041,0,315605,3817,2767,322189
10,SC,0,0,0,22262,0,62971,354,527,63852
11,TN,0,0,836,127118,0,427206,2119,3150,432475
12,TX,0,0,0,141065,0,729372,20713,40945,791030
13,--TOTAL,0,0,836,764979,0,2802126,45676,66106,2913908
