,State,Total Issued 2025,Total New Issued 2025,Held by CCC 2025,Under Shipping Order,Open 2025,Open 2024,Open 2023,Open 2022 and earlier,Total Open
0,AL & FL,612426,599839,15562,153860,284074,1920,307,1066,287367
1,AR,1322146,1240091,132492,337529,834675,6592,162,1501,842930
2,AZ & NM,272005,271506,108448,74911,213239,12948,1641,1666,229494
3,CA,304939,304939,165683,14420,216915,26273,2924,3335,249447
4,GA,2381207,1798441,25323,650740,1034227,26652,4897,2685,1068461
5,KS & OK,760422,717775,65168,180054,408883,910,139,416,410348
6,LA,264630,264278,6310,53047,100900,362,112,1240,102614
7,MO,320299,320299,48755,81690,192793,819,37,135,193784
8,MS,905060,699796,55442,164559,484721,3049,364,2734,490868
9,NC & VA,996597,835179,25609,178591,476465,10854,2608,1993,491920
10,SC,291082,274018,1461,68606,179572,1355,166,489,181582
11,TN,976438,850535,248677,237578,695773,12443,1429,1745,711390
12,TX,6307316,5203160,503323,1031219,3055220,99927,17293,31935,3204375
13,--TOTAL,15714567,13379856,1402253,3226804,8177457,204104,32079,50940,8464580
