,State,Total Issued 2025,Total New Issued 2025,Held by CCC 2025,Under Shipping Order,Open 2025,Open 2024,Open 2023,Open 2022 and earlier,Total Open
0,AL & FL,629065,599839,8245,48946,113696,828,304,1060,115888
1,AR,1349189,1240091,81530,223650,422103,3812,138,1155,427208
2,AZ & NM,277940,271867,97283,16979,136961,7393,1633,1641,147628
3,CA,304939,304939,76646,16741,111180,21086,1984,1062,135312
4,GA,2610646,1798901,28347,199385,358105,16044,2102,2659,378910
5,KS & OK,834113,760012,39762,86651,207631,337,126,239,208333
6,LA,264630,264278,4267,17356,29995,274,105,542,30916
7,MO,320299,320299,39963,39571,100824,430,15,129,101398
8,MS,1041855,699823,29916,182730,314159,1620,380,1110,317269
9,NC & VA,1084311,836142,22781,95396,281593,5498,2481,1874,291446
10,SC,294777,275088,3338,40539,76818,465,164,447,77894
11,TN,1094151,850589,194564,153989,453873,8817,516,763,463969
12,TX,7301702,5208121,228060,488248,1715033,61670,15758,29996,1822457
13,--TOTAL,17407617,13429989,854702,1610181,4321971,128274,25706,42677,4518628
