,State,Total Issued 2024,Total New Issued 2024,Held by CCC 2024,Under Shipping Order,Open 2024,Open 2023,Open 2022,Open 2021 and earlier,Total Open
0,AL & FL,720843,706146,5530,25986,61884,669,502,666,63721
1,AR,1740706,1582512,133293,83103,306997,454,955,753,309159
2,AZ & NM,339115,331915,106262,6956,141764,3950,2546,493,148753
3,CA,285457,285457,76178,6599,102186,3954,2529,1179,109848
4,GA,2903982,1949409,34578,113869,286503,8507,1230,1814,298054
5,KS & OK,541150,425132,2626,2391,18929,572,829,440,20770
6,LA,379254,379254,9537,7114,21190,295,825,549,22859
7,MO,388113,388113,46058,7677,62820,67,159,250,63296
8,MS,1435844,1104908,66759,133488,335885,1389,2314,904,340492
9,NC & VA,1275700,1002859,44497,102382,329190,3842,1722,1048,335802
10,SC,363603,321249,16510,27910,70325,355,194,333,71207
11,TN,1857476,1410500,191978,114846,450418,2223,648,2508,455797
12,TX,5620780,4025555,205861,159978,774506,20966,19449,21496,836417
13,--TOTAL,17852023,13913009,939667,792299,2962597,47243,33902,32433,3076175
