,State,Total Issued 2025,Total New Issued 2025,Held by CCC 2025,Under Shipping Order,Open 2025,Open 2024,Open 2023,Open 2022 and earlier,Total Open
0,AL & FL,626436,599839,9246,53051,141657,890,305,1062,143914
1,AR,1342495,1240091,92442,269772,542587,3943,146,1206,547882
2,AZ & NM,276543,271867,100303,27504,153994,7482,1641,1666,164783
3,CA,304939,304939,101526,12734,137465,22211,2348,1066,163090
4,GA,2580098,1798901,29793,271205,494811,18712,3005,2648,519176
5,KS & OK,827645,759961,62982,149205,294481,435,127,239,295282
6,LA,264630,264278,5596,23382,41957,274,105,542,42878
7,MO,320299,320299,48333,43037,125628,437,24,129,126218
8,MS,1015011,699823,38899,165306,389661,1631,380,1286,392958
9,NC & VA,1075859,836142,24248,94229,335363,5747,2481,1891,345482
10,SC,294688,275087,3408,58587,110028,552,164,451,111195
11,TN,1051447,850589,180918,180904,531147,9711,1623,1730,544211
12,TX,7038571,5208087,339978,596556,2044544,72193,15887,30339,2162963
13,--TOTAL,17018661,13429903,1037672,1945472,5343323,144218,28236,44255,5560032
