,State,Total Issued 2024,Total New Issued 2024,Held by CCC 2024,Under Shipping Order,Open 2024,Open 2023,Open 2022,Open 2021 and earlier,Total Open
0,AL & FL,717490,705962,72284,131365,276628,1142,626,717,279113
1,AR,1688820,1582512,537221,243404,849778,1790,1084,832,853484
2,AZ & NM,332691,328557,137196,33792,216320,4757,2600,552,224229
3,CA,285393,285393,134915,8932,164179,4584,2758,1212,172733
4,GA,2569347,1949408,161562,564114,1036398,11200,1477,2070,1051145
5,KS & OK,510905,425132,20012,82113,217790,792,833,446,219861
6,LA,379254,379254,58352,30438,103663,586,906,551,105706
7,MO,388113,388113,125471,40964,175886,69,247,250,176452
8,MS,1228515,1104890,385566,151687,634390,7780,2547,905,645622
9,NC & VA,1166106,997396,184714,159231,646025,7230,2357,1047,656659
10,SC,336482,320402,51894,70265,167534,685,199,370,168788
11,TN,1666709,1410498,697289,192657,1002990,4039,880,2629,1010538
12,TX,5076112,4023762,377115,547993,1655131,31143,20806,21750,1728830
13,--TOTAL,16345937,13901279,2943591,2256955,7146712,75797,37320,33331,7293160
