,State,Total Issued 2025,Total New Issued 2025,Held by CCC 2025,Under Shipping Order,Open 2025,Open 2024,Open 2023,Open 2022 and earlier,Total Open
0,AL & FL,630895,599839,8245,42337,108851,827,304,1060,111042
1,AR,1349189,1240091,81124,205592,399873,3622,137,1151,404783
2,AZ & NM,278200,271867,97283,10697,130958,7358,1633,1641,141590
3,CA,304939,304939,73330,15543,108134,20140,1984,1062,131320
4,GA,2614031,1798901,28168,180702,334429,15784,2092,2632,354937
5,KS & OK,835165,760012,39256,82397,194125,337,126,239,194827
6,LA,264630,264278,4267,16828,29021,274,105,542,29942
7,MO,320299,320299,39908,34803,95345,430,15,129,95919
8,MS,1045711,699823,28695,173319,303931,1613,377,1089,307010
9,NC & VA,1084488,836142,22498,91407,269722,5589,2481,1874,279666
10,SC,294777,275088,3338,34202,70461,423,164,447,71495
11,TN,1102720,850589,198978,135037,437524,8817,516,763,447620
12,TX,7331635,5208121,224482,453271,1627665,60448,15757,29989,1733859
13,--TOTAL,17456679,13429989,849572,1476135,4110039,125662,25691,42618,4304010
