,State,Total Issued 2025,Total New Issued 2025,Held by CCC 2025,Under Shipping Order,Open 2025,Open 2024,Open 2023,Open 2022 and earlier,Total Open
0,AL & FL,547172,546908,186541,90524,500419,4082,315,1104,505920
1,AR,1195494,1188633,1013974,83521,1142057,21174,172,1520,1164923
2,AZ & NM,120277,120277,63719,13330,119843,32379,2347,1668,156237
3,CA,198457,198457,153868,10075,192958,41677,3029,3365,241029
4,GA,1500384,1452148,350353,262274,1406383,46386,5087,2839,1460695
5,KS & OK,388513,386422,64498,41365,366897,1933,160,523,369513
6,LA,264029,264029,189708,34285,228077,899,114,1270,230360
7,MO,282955,282955,216173,19583,270621,4241,37,199,275098
8,MS,717316,695574,544738,81856,656395,13109,374,3026,672904
9,NC & VA,765302,759787,289537,103890,713882,29013,3110,2412,748417
10,SC,212823,211498,127686,24842,208109,3717,196,524,212546
11,TN,770743,755630,659742,57321,729549,40405,1440,1784,773178
12,TX,4239228,4064622,1295052,399315,3407387,185151,18741,38252,3649531
13,--TOTAL,11202693,10926940,5155589,1222181,9942577,424166,35122,58486,10460351
