,State,Total Issued 2025,Total New Issued 2025,Held by CCC 2025,Under Shipping Order,Open 2025,Open 2024,Open 2023,Open 2022 and earlier,Total Open
0,AL & FL,607982,599816,70163,128164,322779,1947,307,1066,326099
1,AR,1319173,1240091,645132,208032,907359,8023,162,1501,917045
2,AZ & NM,268709,268709,120636,71184,226312,16522,1642,1666,246142
3,CA,304367,304367,185069,7128,223996,26698,2926,3335,256955
4,GA,2304907,1798153,232474,656366,1215365,29008,4963,2750,1252086
5,KS & OK,729899,697356,102425,148922,431943,910,139,505,433497
6,LA,264630,264278,77026,29113,118477,362,112,1242,120193
7,MO,320299,320299,116441,72819,218670,844,37,198,219749
8,MS,884960,699796,394830,86612,505907,3437,368,2741,512453
9,NC & VA,958567,833671,124484,185752,520213,11544,2622,1995,536374
10,SC,288989,274018,115201,43007,197195,1458,166,489,199308
11,TN,956123,850535,559912,117180,714046,13896,1405,1736,731083
12,TX,6186132,5191894,1141842,733711,3346523,113021,17611,32007,3509162
13,--TOTAL,15394737,13342983,3885635,2487990,8948785,227670,32460,51231,9260146
