,State,Total Issued 2025,Total New Issued 2025,Held by CCC 2025,Under Shipping Order,Open 2025,Open 2024,Open 2023,Open 2022 and earlier,Total Open
0,AL & FL,0,0,0,20959,0,30210,470,1139,31819
1,AR,5192,5192,0,79753,5192,167319,339,1659,174509
2,AZ & NM,0,0,0,21091,0,109613,3062,2122,114797
3,CA,0,0,0,10531,0,76089,3311,3517,82917
4,GA,0,0,0,83502,0,168781,6352,2869,178002
5,KS & OK,0,0,0,950,0,6481,525,834,7840
6,LA,3796,3796,0,5189,3796,8401,135,1270,13602
7,MO,0,0,0,8209,0,31741,47,208,31996
8,MS,0,0,0,136585,0,174168,1520,3118,178806
9,NC & VA,1,1,0,117442,0,180729,3562,2681,186972
10,SC,4,0,0,17202,0,33945,331,527,34803
11,TN,34,34,4334,105111,34,281196,1586,2779,285595
12,TX,532736,530141,153435,216779,506686,528155,19992,40319,1095152
13,--TOTAL,541763,539164,157769,823303,515708,1796828,41232,63042,2416810
