,State,Total Issued 2026,Total New Issued 2026,Held by CCC 2026,Under Shipping Order,Open 2026,Open 2025,Open 2024,Open 2023 and earlier,Total Open
0,AL & FL,0,0,0,23768,0,46753,330,1035,48118
1,AR,61,61,0,91948,61,190757,1430,839,193087
2,AZ & NM,100,100,0,10624,100,87099,5332,2247,94778
3,CA,0,0,0,12251,0,56250,13553,2343,72146
4,GA,1,1,0,70193,1,144356,5418,3612,153387
5,KS & OK,0,0,0,4214,0,20717,102,222,21041
6,LA,2959,2959,0,6581,2959,8787,274,630,12650
7,MO,0,0,0,11920,0,46939,160,144,47243
8,MS,0,0,0,62993,0,117537,690,1243,119470
9,NC & VA,0,0,0,80830,0,145110,3655,3502,152267
10,SC,0,0,0,13933,0,29518,312,605,30435
11,TN,0,0,0,77348,0,231162,3679,921,235762
12,TX,394487,393765,60968,177648,384933,706804,28048,39677,1159462
13,--TOTAL,397608,396886,60968,644251,388054,1831789,62983,57020,2339846
