,State,Total Issued 2025,Total New Issued 2025,Held by CCC 2025,Under Shipping Order,Open 2025,Open 2024,Open 2023,Open 2022 and earlier,Total Open
0,AL & FL,592169,589632,189754,115150,488691,3013,310,1077,493091
1,AR,1252790,1231873,1003713,83991,1094528,12737,163,1510,1108938
2,AZ & NM,191659,191659,116510,19947,186117,29637,2259,1668,219681
3,CA,255298,255298,196014,10402,236382,35455,3029,3365,278231
4,GA,1901659,1760419,469542,483038,1614466,35623,5083,2833,1658005
5,KS & OK,568084,561108,85853,96207,463717,1519,139,523,465898
6,LA,264266,264266,145841,34307,191279,715,114,1270,193378
7,MO,320299,320299,253101,18336,286420,1657,37,198,288312
8,MS,774525,699796,517563,66005,599112,8761,371,2760,611004
9,NC & VA,852493,821570,216660,154398,717182,20599,2913,2129,742823
10,SC,273239,270064,154845,19604,250298,2023,196,524,253041
11,TN,833893,807225,677266,46033,734502,25478,1403,1782,763165
12,TX,5332844,4981963,1890627,576261,4026612,164872,18113,36425,4246022
13,--TOTAL,13413218,12755172,5917289,1723679,10889306,342089,34130,56064,11321589
