,State,Total Issued 2025,Total New Issued 2025,Held by CCC 2025,Under Shipping Order,Open 2025,Open 2024,Open 2023,Open 2022 and earlier,Total Open
0,AL & FL,8779,8779,0,13596,8779,20704,397,1139,31019
1,AR,60099,60099,7414,79485,60099,126990,330,1654,189073
2,AZ & NM,3129,3129,0,25568,3129,92919,3062,1930,101040
3,CA,934,934,211,7171,934,70488,3296,3365,78083
4,GA,17012,17012,0,53906,17012,128996,6258,2864,155130
5,KS & OK,0,0,0,87,0,5351,524,833,6708
6,LA,35662,35662,13940,4048,35661,5673,135,1270,42739
7,MO,0,0,0,10620,0,22518,47,208,22773
8,MS,22097,22097,6595,92666,22097,118108,1348,3118,144671
9,NC & VA,87,1,0,97467,86,146232,3448,2455,152221
10,SC,4,0,0,19279,0,28419,331,527,29277
11,TN,8374,8374,3974,120469,8374,225208,1551,2779,237912
12,TX,821305,798340,201995,258583,706709,437473,19473,40026,1203681
13,--TOTAL,977482,954427,234129,782945,862880,1429079,40200,62168,2394327
