,State,Total Issued 2025,Total New Issued 2025,Held by CCC 2025,Under Shipping Order,Open 2025,Open 2024,Open 2023,Open 2022 and earlier,Total Open
0,AL & FL,626436,599839,8905,44719,127466,828,305,1062,129661
1,AR,1347121,1240091,84782,257254,495140,3855,146,1205,500346
2,AZ & NM,277851,271867,99577,24033,147871,7482,1641,1662,158656
3,CA,304939,304939,88229,17123,126664,21947,2336,1066,152013
4,GA,2596174,1798901,31403,234615,439629,16763,2104,2655,461151
5,KS & OK,831038,760011,56281,129408,263250,361,127,239,263977
6,LA,264630,264278,4973,20016,35878,274,105,542,36799
7,MO,320299,320299,45711,46075,117500,437,24,129,118090
8,MS,1024731,699823,32694,190981,365132,1640,380,1286,368438
9,NC & VA,1081641,836142,23629,91594,316722,5721,2481,1890,326814
10,SC,294777,275088,3350,47387,96305,552,164,449,97470
11,TN,1070146,850589,189421,193419,508497,9410,1175,1137,520219
12,TX,7156865,5208087,287235,534283,1922103,67628,15845,30098,2035674
13,--TOTAL,17196648,13429954,956190,1830907,4962157,136898,26833,43420,5169308
