,Region,2021,2022,2023,2024,2025
0,AL & FL,674257,857864,743114,706265,606574
1,AR,1201303,1363762,1159092,1629526,1292976
2,AZ & NM,366926,359591,278715,311792,244251
3,CA,274287,320173,203241,281935,287671
4,GA,2664179,3207862,2413537,2301106,2130389
5,KS & OK,785265,425668,389846,478643,668865
6,LA,255930,412847,244549,379254,264630
7,MO,315831,398195,382134,388113,320299
8,MS,1040020,1255626,937809,1165153,830711
9,NC & VA,973349,1257689,955492,1052455,904578
10,SC,396999,439188,315694,324077,278953
11,TN,1129692,1399777,1372890,1528296,897131
12,TX,8057891,3422854,3087780,4659950,5891723
