,State,Total Issued 2025,Total New Issued 2025,Held by CCC 2025,Under Shipping Order,Open 2025,Open 2024,Open 2023,Open 2022 and earlier,Total Open
0,AL & FL,614973,599839,9988,146951,266976,1641,307,1066,269990
1,AR,1326544,1240091,130372,350935,800941,6152,162,1501,808756
2,AZ & NM,274166,271867,107901,64136,205214,10392,1641,1666,218913
3,CA,304939,304939,149532,22916,213729,25697,2805,2799,245030
4,GA,2406148,1798585,22779,596891,944924,26292,4887,2674,978777
5,KS & OK,770350,725450,66776,185657,404556,878,139,416,405989
6,LA,264630,264278,5774,52004,94415,362,112,1240,96129
7,MO,320299,320299,51012,76862,181568,552,37,135,182292
8,MS,913724,699796,55402,169742,468274,2961,364,2734,474333
9,NC & VA,1014410,835179,24456,169263,462766,10368,2608,1993,477735
10,SC,291519,274018,1898,90693,174449,1353,166,489,176457
11,TN,980506,850535,207819,228761,675548,11554,1429,1736,690267
12,TX,6385996,5204386,485437,1038432,2946176,98879,17494,31926,3094475
13,--TOTAL,15868204,13389262,1319146,3193243,7839536,197081,32151,50375,8119143
