,State,Total Issued 2024,Total New Issued 2024,Held by CCC 2024,Under Shipping Order,Open 2024,Open 2023,Open 2022,Open 2021 and earlier,Total Open
0,AL & FL,720843,706146,23975,33648,96272,709,626,666,98273
1,AR,1733171,1582512,333051,112593,487335,1533,1069,781,490718
2,AZ & NM,338987,331915,122294,8878,163208,3950,2547,493,170198
3,CA,285457,285457,102923,7423,131351,4203,2751,1212,139517
4,GA,2856240,1949409,104526,194397,452157,10012,1256,1815,465240
5,KS & OK,541150,425132,7884,18984,62075,649,831,440,63995
6,LA,379254,379254,27659,16288,49236,387,825,549,50997
7,MO,388113,388113,68793,17451,92575,67,159,250,93051
8,MS,1399667,1104908,262690,150426,470354,7402,2381,904,481041
9,NC & VA,1255868,1002773,96464,111726,427551,5234,1713,1047,435545
10,SC,361946,321234,46887,36388,105381,383,199,335,106298
11,TN,1791257,1410500,322619,199828,660212,3465,781,2640,667098
12,TX,5509284,4025555,278902,168365,975302,24660,19866,21684,1041512
13,--TOTAL,17561237,13912908,1798667,1076395,4173009,62654,35004,32816,4303483
