,State,Total Issued 2025,Total New Issued 2025,Held by CCC 2025,Under Shipping Order,Open 2025,Open 2024,Open 2023,Open 2022 and earlier,Total Open
0,AL & FL,626436,599839,9648,60512,161727,994,306,1062,164089
1,AR,1338556,1240091,97743,293655,604980,4257,151,1244,610632
2,AZ & NM,276273,271867,102925,36968,168688,7482,1641,1666,179477
3,CA,304939,304939,111503,19202,155882,23750,2798,1066,183496
4,GA,2557283,1798901,25778,319390,568591,21275,4096,2656,596618
5,KS & OK,824588,759358,69275,170448,331804,544,127,239,332714
6,LA,264630,264278,5596,26949,47894,274,105,542,48815
7,MO,320299,320299,48373,44666,133067,437,24,129,133657
8,MS,1000505,699823,40007,174948,421895,1746,380,1726,425747
9,NC & VA,1073623,835971,24600,103632,367401,7073,2583,1899,378956
10,SC,293682,274169,3391,65343,124330,648,165,451,125594
11,TN,1022808,850589,174748,202072,554601,9528,1618,1692,567439
12,TX,6897194,5208086,373723,726525,2215815,77282,16387,30562,2340046
13,--TOTAL,16800816,13428210,1087310,2244310,5856675,155290,30381,44934,6087280
