,State,Total Issued 2025,Total New Issued 2025,Held by CCC 2025,Under Shipping Order,Open 2025,Open 2024,Open 2023,Open 2022 and earlier,Total Open
0,AL & FL,152950,152950,0,12730,152864,9623,319,1108,163914
1,AR,460447,460447,7414,38461,460359,74673,204,1520,536756
2,AZ & NM,13057,13057,0,4646,13057,68655,2578,1799,86089
3,CA,26376,26376,211,9811,26376,63529,3029,3365,96299
4,GA,233179,232817,0,51190,231720,93338,5908,2829,333795
5,KS & OK,58573,58573,0,1003,58573,4719,524,833,64649
6,LA,139227,139227,14778,2990,139225,2957,114,1270,143566
7,MO,81284,81284,0,5329,81284,15068,47,208,96607
8,MS,346464,346464,16224,37782,346463,52860,1415,3111,403849
9,NC & VA,105054,104968,0,56693,104877,86342,3243,2445,196907
10,SC,20458,20454,0,16245,20453,19509,286,526,40774
11,TN,317230,315930,51628,77309,315021,140356,1601,1837,458815
12,TX,1462418,1425065,201995,236408,1201712,312857,18991,38736,1572296
13,--TOTAL,3416717,3377612,292250,550597,3151984,944486,38259,59587,4194316
