,State,Total Issued 2024,Total New Issued 2024,Held by CCC 2024,Under Shipping Order,Open 2024,Open 2023,Open 2022,Open 2021 and earlier,Total Open
0,AL & FL,720843,706146,5758,27055,64313,669,502,666,66150
1,AR,1740706,1582512,155717,78452,323129,602,958,760,325449
2,AZ & NM,339115,331915,109144,6347,144570,3950,2546,493,151559
3,CA,285457,285457,81491,6326,106248,3954,2529,1179,113910
4,GA,2900730,1949409,36408,125799,302246,8599,1238,1814,313897
5,KS & OK,541150,425132,2817,1136,19362,572,829,440,21203
6,LA,379254,379254,10163,7640,21891,295,825,549,23560
7,MO,388113,388113,47208,9432,65911,67,159,250,66387
8,MS,1432530,1104908,83345,137584,344790,1389,2314,904,349397
9,NC & VA,1274881,1002859,49549,113854,347293,3842,1722,1048,353905
10,SC,363603,321249,17790,29933,73273,355,194,333,74155
11,TN,1851768,1410500,227468,122233,477759,2231,649,2550,483189
12,TX,5604304,4025555,219743,176432,803677,21796,19464,21496,866433
13,--TOTAL,17822454,13913009,1046601,842223,3094462,48321,33929,32482,3209194
