,State,Total Issued 2026,Total New Issued 2026,Held by CCC 2026,Under Shipping Order,Open 2026,Open 2025,Open 2024,Open 2023 and earlier,Total Open
0,AL & FL,0,0,0,30482,0,55321,516,1035,56872
1,AR,0,0,0,103990,0,213787,1464,839,216090
2,AZ & NM,0,0,0,4929,0,90622,5329,2251,98202
3,CA,0,0,0,14317,0,60970,15144,2251,78365
4,GA,0,0,0,81438,0,161003,8791,3655,173449
5,KS & OK,0,0,0,4723,0,24130,102,243,24475
6,LA,0,0,0,7811,0,10368,274,630,11272
7,MO,0,0,0,12712,0,51073,423,144,51640
8,MS,0,0,0,77347,0,139528,1151,1329,142008
9,NC & VA,0,0,0,68808,0,156691,3846,3522,164059
10,SC,0,0,0,12056,0,32172,312,605,33089
11,TN,0,0,259,72474,0,256076,4305,933,261314
12,TX,201052,201052,22437,182733,201051,796789,30957,41863,1070660
13,--TOTAL,201052,201052,22696,673820,201051,2048530,72614,59300,2381495
