,State,Total Issued 2025,Total New Issued 2025,Held by CCC 2025,Under Shipping Order,Open 2025,Open 2024,Open 2023,Open 2022 and earlier,Total Open
0,AL & FL,626172,599839,9718,68826,171053,1000,306,1062,173421
1,AR,1338556,1240091,116503,289376,622801,4345,151,1244,628541
2,AZ & NM,276273,271867,103938,38879,173559,7482,1641,1666,184348
3,CA,304939,304939,119033,14885,159270,24279,2798,1066,187413
4,GA,2536598,1798901,24236,344650,590443,22482,4096,2658,619679
5,KS & OK,822484,759358,71997,166227,339689,549,127,239,340604
6,LA,264630,264278,5596,29150,51246,274,105,542,52167
7,MO,320299,320299,48982,43668,135975,437,30,135,136577
8,MS,992907,699823,52148,174382,429013,1879,380,1726,432998
9,NC & VA,1071438,835971,27052,112915,381926,7199,2583,1899,393607
10,SC,293682,274169,3391,64007,127228,834,165,451,128678
11,TN,1016457,850589,175160,198646,569181,9539,1612,1686,582018
12,TX,6855001,5208086,412057,702283,2282104,78818,16392,31362,2408676
13,--TOTAL,16719436,13428210,1169811,2247894,6033488,159117,30386,45736,6268727
