,Region,2021,2022,2023,2024,2025
0,AL & FL,2.0,7010.0,2908.0,10014.0,7651.0
1,AR,352.0,30247.0,36171.0,74250.0,55339.0
2,AZ & NM,3281.0,11207.0,6500.0,10526.0,3129.0
3,CA,3.0,33.0,,,934.0
4,GA,483.0,8351.0,901.0,571.0,11874.0
5,KS & OK,730.0,,,151.0,
6,LA,4656.0,46945.0,50736.0,40351.0,34805.0
7,MO,,2882.0,951.0,10410.0,
8,MS,739.0,44916.0,27965.0,79524.0,22097.0
9,NC & VA,12.0,1319.0,,,87.0
10,SC,14.0,581.0,,,4.0
11,TN,446.0,4334.0,1478.0,29298.0,5916.0
12,TX,727648.0,982473.0,925491.0,935514.0,813935.0
