,State,Total Issued 2025,Total New Issued 2025,Held by CCC 2025,Under Shipping Order,Open 2025,Open 2024,Open 2023,Open 2022 and earlier,Total Open
0,AL & FL,3218,3218,0,15345,3218,22777,397,1139,27531
1,AR,34637,34637,7414,86450,34637,135593,330,1654,172214
2,AZ & NM,1815,1815,0,30675,1815,97938,3062,2121,104936
3,CA,211,211,211,7137,211,71151,3296,3365,78023
4,GA,3414,3414,0,57807,3414,134426,6287,2861,146988
5,KS & OK,0,0,0,266,0,5531,525,834,6890
6,LA,27640,27640,13940,4486,27640,6325,135,1270,35370
7,MO,0,0,0,11970,0,23918,47,208,24173
8,MS,14760,14760,6595,106919,14760,136400,1438,3118,155716
9,NC & VA,1,1,0,101928,0,154299,3455,2455,160209
10,SC,4,0,0,19111,0,30209,331,527,31067
11,TN,1422,1422,3974,127704,1422,237952,1551,2779,243704
12,TX,754846,735013,200933,266178,663384,459611,19600,40300,1182895
13,--TOTAL,841968,822131,233067,835976,750501,1516130,40454,62631,2369716
