,State,Total Issued 2025,Total New Issued 2025,Held by CCC 2025,Under Shipping Order,Open 2025,Open 2024,Open 2023,Open 2022 and earlier,Total Open
0,AL & FL,581676,579139,176062,119162,503492,3537,315,1103,508447
1,AR,1241415,1226705,1010588,100694,1122097,15112,163,1510,1138882
2,AZ & NM,170235,170235,99387,18116,166270,29637,2259,1668,199834
3,CA,245366,245366,187712,9731,230298,36772,3029,3365,273464
4,GA,1804663,1712155,402411,432621,1608481,39589,5083,2833,1655986
5,KS & OK,509482,505821,83412,72461,436993,1715,160,523,439391
6,LA,264248,264248,154046,40006,206946,803,114,1270,209133
7,MO,314403,314403,255909,20555,289214,2097,37,199,291547
8,MS,758331,699796,522682,93463,630845,9467,373,3024,643709
9,NC & VA,826995,810406,210758,139769,724933,23195,2913,2149,753190
10,SC,256614,254143,149639,23610,241256,2745,196,524,244721
11,TN,821425,799185,666179,51536,741380,28360,1403,1782,772925
12,TX,5019567,4748434,1736113,511896,3893726,168380,18113,38194,4118413
13,--TOTAL,12814420,12330036,5654898,1633620,10795931,361409,34158,58144,11249642
