,Region,2021,2022,2023,2024,2025
0,AL & FL,727452,888976,775790,720219,626172
1,AR,1261056,1473022,1262793,1723482,1338556
2,AZ & NM,390213,393245,301043,336134,276273
3,CA,276920,323517,204697,285457,304939
4,GA,3093037,3503775,2688037,2742813,2542975
5,KS & OK,830570,481279,406242,539405,823537
6,LA,256000,414776,244549,379254,264630
7,MO,315831,398195,382398,388113,320299
8,MS,1175990,1314026,1038649,1322079,995505
9,NC & VA,1081677,1364754,1124596,1221424,1072309
10,SC,422298,452271,335811,348250,293682
11,TN,1179737,1530051,1552535,1714896,1018071
12,TX,8748770,3640790,3458156,5342933,6868640
