,State,Total Issued 2025,Total New Issued 2025,Held by CCC 2025,Under Shipping Order,Open 2025,Open 2024,Open 2023,Open 2022 and earlier,Total Open
0,AL & FL,572558,570374,174213,97705,513570,3714,315,1104,518703
1,AR,1220693,1209586,1012989,108865,1136529,17146,163,1510,1155348
2,AZ & NM,150882,150882,91615,14810,148947,29637,2347,1668,182599
3,CA,230999,230999,179793,7963,219944,38278,3029,3365,264616
4,GA,1694044,1621869,381402,363500,1561941,44463,5087,2839,1614330
5,KS & OK,463329,460019,74341,57885,400887,1727,160,523,403297
6,LA,264248,264248,158944,44461,217179,803,114,1270,219366
7,MO,305103,305103,245485,26258,288688,3508,37,199,292432
8,MS,741461,699796,517790,98693,636714,10828,374,3024,650940
9,NC & VA,800054,789835,220311,143357,730822,25996,3101,2339,762258
10,SC,241832,239977,137801,29149,234488,3540,196,524,238748
11,TN,806526,789137,644512,71690,749028,36847,1423,1784,789082
12,TX,4696943,4474394,1587146,521963,3718586,176637,18577,38253,3952053
13,--TOTAL,12188672,11806219,5426342,1586299,10557323,393124,34923,58402,11043772
