,State,Total Issued 2025,Total New Issued 2025,Held by CCC 2025,Under Shipping Order,Open 2025,Open 2024,Open 2023,Open 2022 and earlier,Total Open
0,AL & FL,359066,359066,111492,30571,348677,6906,315,1108,357006
1,AR,912872,912788,700359,48260,905669,42420,205,1520,949814
2,AZ & NM,46489,46489,23258,16132,46489,49429,2475,1750,100143
3,CA,109536,109536,79775,5783,109362,51734,3029,3365,167490
4,GA,749089,743820,181523,83286,736324,66027,5877,2822,811050
5,KS & OK,190927,190927,40188,5900,188004,3217,469,825,192515
6,LA,222178,222178,163458,17419,212716,1897,114,1270,215997
7,MO,186852,186852,135634,10580,186060,9224,37,199,195520
8,MS,614905,613749,521102,26671,604424,24479,386,3029,632318
9,NC & VA,423737,423651,153043,45945,413293,53182,3183,2413,472071
10,SC,84498,84230,46710,10711,84114,11368,254,526,96262
11,TN,632539,624548,478057,66623,620637,77131,1577,1830,701175
12,TX,2668223,2579309,688791,273461,2189693,241980,18792,38693,2489158
13,--TOTAL,7200911,7097143,3323390,641342,6645462,638994,36713,59350,7380519
