,State,Total Issued 2025,Total New Issued 2025,Held by CCC 2025,Under Shipping Order,Open 2025,Open 2024,Open 2023,Open 2022 and earlier,Total Open
0,AL & FL,618682,599839,9833,112249,225310,1582,307,1066,228265
1,AR,1334892,1240091,135341,315477,747079,5449,162,1501,754191
2,AZ & NM,276273,271867,107586,56146,197736,7843,1641,1666,208886
3,CA,304939,304939,139052,21647,196096,25522,2798,2007,226423
4,GA,2450777,1798901,30620,497786,798452,24732,4882,2658,830724
5,KS & OK,785682,735042,64611,186787,374365,659,127,339,375490
6,LA,264630,264278,5774,37581,75431,362,112,1240,77145
7,MO,320299,320299,51012,67394,168371,552,37,135,169095
8,MS,936669,699796,54887,158936,457036,2631,364,2004,462035
9,NC & VA,1037878,835179,23633,158297,441594,8442,2602,1993,454631
10,SC,292213,274018,2458,79261,156253,1347,166,489,158255
11,TN,992733,850535,209278,212684,648624,10883,1605,1724,662836
12,TX,6533577,5205528,467312,981548,2707251,95593,17430,31899,2852173
13,--TOTAL,16149244,13400312,1301397,2885793,7193598,185597,32233,48721,7460149
