,State,Total Issued 2025,Total New Issued 2025,Held by CCC 2025,Under Shipping Order,Open 2025,Open 2024,Open 2023,Open 2022 and earlier,Total Open
0,AL & FL,623705,599839,9718,91844,196688,1578,307,1063,199636
1,AR,1338381,1240091,127145,315235,684557,5096,161,1244,691058
2,AZ & NM,276273,271867,106705,39136,179861,7568,1641,1666,190736
3,CA,304939,304939,125260,10697,172509,24913,2798,1066,201286
4,GA,2502490,1798901,25610,404276,677553,22911,4873,2655,707992
5,KS & OK,808112,750167,67157,161092,347956,549,127,244,348876
6,LA,264630,264278,5596,35159,62182,286,106,542,63116
7,MO,320299,320299,50922,51135,147227,457,31,135,147850
8,MS,967535,699823,53675,159943,445018,2064,370,1740,449192
9,NC & VA,1061404,835971,25607,126620,406565,7525,2595,1899,418584
10,SC,293067,274169,3161,67659,139488,1173,166,451,141278
11,TN,1008297,850535,191072,210727,613639,9621,1611,1697,626568
12,TX,6695406,5208081,458880,808090,2479706,83007,16632,31818,2611163
13,--TOTAL,16464538,13418960,1250508,2481613,6552949,166748,31418,46220,6797335
