,State,Total Issued 2024,Total New Issued 2024,Held by CCC 2024,Under Shipping Order,Open 2024,Open 2023,Open 2022,Open 2021 and earlier,Total Open
0,AL & FL,720843,706146,6545,26879,70933,708,523,666,72830
1,AR,1739906,1582512,187638,95614,358508,1367,1063,781,361719
2,AZ & NM,339115,331915,116591,5801,150094,3950,2546,493,157083
3,CA,285457,285457,89665,5624,114012,3999,2668,1202,121881
4,GA,2894588,1949409,37937,160024,341582,9105,1247,1815,353749
5,KS & OK,541150,425132,3208,3850,22870,572,829,440,24711
6,LA,379254,379254,10602,11953,27855,295,825,549,29524
7,MO,388113,388113,49177,12722,71421,67,159,250,71897
8,MS,1426697,1104908,87324,148511,376522,3722,2365,904,383513
9,NC & VA,1271887,1002859,49960,112036,370304,4106,1722,1048,377180
10,SC,363353,321249,17587,31143,79989,355,194,333,80871
11,TN,1837358,1410500,237922,138541,517554,2232,650,2550,522986
12,TX,5591889,4025555,229067,186815,858018,22388,19464,21496,921366
13,--TOTAL,17779610,13913009,1123223,939513,3359662,52866,34255,32527,3479310
