,State,Total Issued 2026,Total New Issued 2026,Held by CCC 2026,Under Shipping Order,Open 2026,Open 2025,Open 2024,Open 2023 and earlier,Total Open
0,AL & FL,0,0,0,33359,0,59714,824,1065,61603
1,AR,0,0,0,113247,0,229169,1464,839,231472
2,AZ & NM,0,0,0,4238,0,99392,5329,2251,106972
3,CA,0,0,0,17121,0,67203,16398,2747,86348
4,GA,0,0,0,86904,0,172276,9742,3682,185700
5,KS & OK,0,0,0,9325,0,29346,102,243,29691
6,LA,0,0,0,8204,0,13041,274,630,13945
7,MO,0,0,0,15713,0,54857,423,144,55424
8,MS,0,0,0,99919,0,166621,1212,1329,169162
9,NC & VA,0,0,0,75847,0,172412,3857,3528,179797
10,SC,0,0,0,12456,0,34094,317,609,35020
11,TN,0,0,90,78051,0,270633,4458,946,276037
12,TX,81111,81111,1695,186134,81111,878833,35252,41816,1037012
13,--TOTAL,81111,81111,1785,740518,81111,2247591,79652,59829,2468183
