,State,Total Issued 2026,Total New Issued 2026,Held by CCC 2026,Under Shipping Order,Open 2026,Open 2025,Open 2024,Open 2023 and earlier,Total Open
0,AL & FL,0,0,0,31094,0,56024,777,1035,57836
1,AR,0,0,0,108640,0,218701,1464,839,221004
2,AZ & NM,0,0,0,6500,0,93432,5329,2251,101012
3,CA,0,0,0,14400,0,61677,16078,2723,80478
4,GA,0,0,0,83157,0,163599,9312,3678,176589
5,KS & OK,0,0,0,6340,0,26184,102,243,26529
6,LA,0,0,0,6218,0,10884,274,630,11788
7,MO,0,0,0,14293,0,52654,423,144,53221
8,MS,0,0,0,83405,0,146514,1151,1329,148994
9,NC & VA,0,0,0,67619,0,158267,3846,3528,165641
10,SC,0,0,0,11766,0,32932,312,605,33849
11,TN,0,0,172,74674,0,258365,4305,933,263603
12,TX,171486,171486,16055,193911,171486,815829,32478,41923,1061716
13,--TOTAL,171486,171486,16227,702017,171486,2095062,75851,59861,2402260
