,State,Total Issued 2024,Total New Issued 2024,Held by CCC 2024,Under Shipping Order,Open 2024,Open 2023,Open 2022,Open 2021 and earlier,Total Open
0,AL & FL,719602,705962,71091,96042,233474,831,626,682,235613
1,AR,1699936,1582512,539224,168006,758353,1572,1074,832,761831
2,AZ & NM,333774,329555,134996,22801,201627,4626,2598,539,209390
3,CA,285457,285457,129193,6547,154786,4584,2758,1212,163340
4,GA,2637244,1949408,171774,445742,896049,10509,1432,2070,910060
5,KS & OK,529372,425132,14757,105676,212543,788,833,446,214610
6,LA,379254,379254,57287,16328,86759,430,858,549,88596
7,MO,388113,388113,123009,26436,158373,69,247,250,158939
8,MS,1254582,1104908,385409,126884,594592,7780,2542,905,605819
9,NC & VA,1187979,1000740,188889,129734,596237,6797,2225,1047,606306
10,SC,339611,320402,54621,61784,155655,684,199,370,156908
11,TN,1693275,1410498,698994,133313,937730,4080,836,2629,945275
12,TX,5164595,4023767,372212,477551,1488105,28516,20588,21753,1558962
13,--TOTAL,16612794,13905708,2941456,1816844,6474283,71266,36816,33284,6615649
