,Region,2021,2022,2023,2024,2025
0,AL & FL,2.0,5224.0,2119.0,5959.0,5664.0
1,AR,352.0,21173.0,30570.0,64826.0,47396.0
2,AZ & NM,3281.0,10706.0,5694.0,10321.0,2919.0
3,CA,3.0,33.0,,,808.0
4,GA,483.0,5441.0,701.0,171.0,8280.0
5,KS & OK,730.0,,,,
6,LA,4656.0,37390.0,43139.0,35851.0,32194.0
7,MO,,2532.0,416.0,9035.0,
8,MS,739.0,33008.0,19071.0,61569.0,18524.0
9,NC & VA,12.0,1090.0,,,87.0
10,SC,14.0,382.0,,,4.0
11,TN,446.0,1196.0,54.0,23147.0,3787.0
12,TX,717088.0,951759.0,914322.0,923650.0,797723.0
