,Region,2021,2022,2023,2024,2025
0,AL & FL,288745,473909,424548,456508,365117
1,AR,734283,790573,855712,1032023,920985
2,AZ & NM,87772,82710,69333,64696,46489
3,CA,147421,150089,90150,117149,109536
4,GA,844618,1356475,903898,833144,761652
5,KS & OK,272287,155571,170840,185666,195521
6,LA,223456,370473,235883,338596,222178
7,MO,159436,228902,221870,268050,188365
8,MS,653610,965950,807077,942942,614905
9,NC & VA,522807,665202,485519,481654,430401
10,SC,153694,181162,122024,147160,85615
11,TN,646444,768441,868043,995410,634495
12,TX,3728803,1963682,1945106,2523154,2707615
