,State,Total Issued 2025,Total New Issued 2025,Held by CCC 2025,Under Shipping Order,Open 2025,Open 2024,Open 2023,Open 2022 and earlier,Total Open
0,AL & FL,221242,221242,66351,19498,219826,8484,315,1108,229733
1,AR,642454,642370,397625,39184,642366,67003,205,1520,711094
2,AZ & NM,18694,18694,11278,29769,18694,63792,2576,1799,86861
3,CA,66035,66035,31294,8527,66035,58274,3029,3365,130703
4,GA,410059,407657,84075,45013,407497,79561,5881,2822,495761
5,KS & OK,102875,102875,27315,3565,102875,4022,482,833,108212
6,LA,170604,170604,115867,15161,169986,2425,114,1270,173795
7,MO,124499,124499,60744,5700,124499,12875,47,208,137629
8,MS,469907,469819,351071,34518,469812,39267,1354,3087,513520
9,NC & VA,218025,217939,70487,49064,215728,73736,3185,2418,295067
10,SC,39320,39228,12664,13858,39315,16762,254,526,56857
11,TN,443633,440195,257142,69474,439984,116751,1577,1831,560143
12,TX,1875061,1818535,456205,268718,1549672,285507,18860,38735,1892774
13,--TOTAL,4802408,4739692,1942118,602049,4466289,828459,37879,59522,5392149
