,State,Total Issued 2026,Total New Issued 2026,Held by CCC 2026,Under Shipping Order,Open 2026,Open 2025,Open 2024,Open 2023 and earlier,Total Open
0,AL & FL,0,0,0,27427,0,68635,824,1095,70554
1,AR,0,0,0,129540,0,259109,3068,863,263040
2,AZ & NM,0,0,0,9787,0,107995,5329,2502,115826
3,CA,0,0,0,20708,0,78711,17933,2757,99401
4,GA,0,0,0,106490,0,201389,12157,3833,217379
5,KS & OK,0,0,0,27345,0,56426,199,290,56915
6,LA,0,0,0,9501,0,15201,274,647,16122
7,MO,0,0,0,25873,0,68354,430,144,68928
8,MS,0,0,0,115392,0,197115,1514,1378,200007
9,NC & VA,0,0,0,77755,0,193212,4198,3550,200960
10,SC,0,0,0,16093,0,40370,317,609,41296
11,TN,0,0,0,87901,0,307918,7960,1124,317002
12,TX,0,0,0,235196,0,1027278,40468,42950,1110696
13,--TOTAL,0,0,0,889008,0,2621713,94671,61742,2778126
