,State,Total Issued 2025,Total New Issued 2025,Held by CCC 2025,Under Shipping Order,Open 2025,Open 2024,Open 2023,Open 2022 and earlier,Total Open
0,AL & FL,144609,144609,0,12739,144523,10680,319,1108,156630
1,AR,439250,439250,7414,38728,439162,75735,204,1520,516621
2,AZ & NM,12553,12553,0,6771,12553,70780,2578,1799,87710
3,CA,26376,26376,211,10335,26376,64053,3029,3365,96823
4,GA,214509,214147,0,50229,213487,94672,5908,2829,316896
5,KS & OK,54671,54671,0,651,54671,4719,524,833,60747
6,LA,135018,135018,14778,2991,135016,3045,114,1270,139445
7,MO,77423,77423,0,4801,77423,15156,47,208,92834
8,MS,333091,333091,16224,38236,333090,53435,1394,3118,391037
9,NC & VA,93485,93399,0,58080,93308,88342,3243,2445,187338
10,SC,19044,19040,0,16394,19040,19745,286,526,39597
11,TN,302289,300989,46319,79547,300981,143070,1601,1837,447489
12,TX,1427470,1391285,201995,243933,1178633,315551,18993,38736,1551913
13,--TOTAL,3279788,3241851,286941,563435,3028263,958983,38240,59594,4085080
