,State,Total Issued 2025,Total New Issued 2025,Held by CCC 2025,Under Shipping Order,Open 2025,Open 2024,Open 2023,Open 2022 and earlier,Total Open
0,AL & FL,0,0,0,25194,0,39267,574,1167,41008
1,AR,0,0,0,85096,0,201009,392,1663,203064
2,AZ & NM,0,0,0,18644,0,122416,3762,2238,128416
3,CA,0,0,0,5715,0,82434,3317,3527,89278
4,GA,0,0,79,112306,0,210385,6409,2866,219660
5,KS & OK,0,0,0,1117,0,8390,525,834,9749
6,LA,0,0,0,6977,0,11343,135,1270,12748
7,MO,0,0,0,14109,0,40664,49,383,41096
8,MS,0,0,0,157288,0,238128,1829,3129,243086
9,NC & VA,0,0,0,129068,0,231570,3567,2733,237870
10,SC,0,0,0,16948,0,41972,346,527,42845
11,TN,34,34,9959,129455,34,341874,1789,3056,346753
12,TX,308958,308958,73322,132845,307915,583936,20316,40328,952495
13,--TOTAL,308992,308992,83360,834762,307949,2153388,43010,63721,2568068
