,State,Total Issued 2025,Total New Issued 2025,Held by CCC 2025,Under Shipping Order,Open 2025,Open 2024,Open 2023,Open 2022 and earlier,Total Open
0,AL & FL,627112,599839,8905,45677,119610,828,304,1060,121802
1,AR,1349099,1240091,81967,238825,460068,3814,144,1156,465182
2,AZ & NM,277851,271867,98202,19419,140520,7470,1639,1651,151280
3,CA,304939,304939,83272,17536,120485,21515,1984,1062,145046
4,GA,2606269,1798901,28355,229522,403880,16452,2104,2660,425096
5,KS & OK,833752,760011,56164,127749,250282,339,126,239,250986
6,LA,264630,264278,4973,17878,32800,274,105,542,33721
7,MO,320299,320299,42882,41661,110166,432,24,129,110751
8,MS,1033257,699823,30906,186529,337930,1620,380,1110,341040
9,NC & VA,1083424,836142,23438,88920,297578,5628,2481,1874,307561
10,SC,294777,275088,3349,42996,85476,499,164,447,86586
11,TN,1079648,850589,187507,173957,472629,9226,820,1003,483678
12,TX,7241023,5208121,268967,505813,1827831,64783,15849,29996,1938459
13,--TOTAL,17316080,13429988,918887,1736482,4659255,132880,26124,42929,4861188
