,Region,2021,2022,2023,2024,2025
0,AL & FL,545830,710041,660870,627681,544629
1,AR,1057948,1122910,1079895,1364776,1194165
2,AZ & NM,186849,175390,156918,151751,120277
3,CA,225827,251273,169868,207788,196665
4,GA,1719834,2343217,1722293,1569265,1481560
5,KS & OK,480779,299213,313916,357345,384089
6,LA,254493,397096,244297,376081,264029
7,MO,256004,334904,339863,353533,279637
8,MS,905790,1223068,924359,1123690,717316
9,NC & VA,855829,1066101,834857,870642,762515
10,SC,270721,308165,244136,260888,207488
11,TN,980643,1170829,1191819,1345643,770743
12,TX,5773754,2832581,2790909,3692347,4178708
