,State,Total Issued 2025,Total New Issued 2025,Held by CCC 2025,Under Shipping Order,Open 2025,Open 2024,Open 2023,Open 2022 and earlier,Total Open
0,AL & FL,606750,599816,183110,102288,401306,2308,308,1076,404998
1,AR,1295086,1240091,917874,89404,1006603,9625,162,1501,1017891
2,AZ & NM,252254,252254,161636,40508,227604,23074,1643,1667,253988
3,CA,291878,291878,195703,18566,246081,30734,2968,3365,283148
4,GA,2148602,1797527,482426,558456,1452662,30328,4983,2750,1490723
5,KS & OK,674129,662713,116877,102277,475663,1016,139,507,477325
6,LA,264630,264278,117607,14852,139982,362,112,1269,141725
7,MO,320299,320299,222278,23723,250310,844,37,198,251389
8,MS,837930,699796,490249,53664,551338,4421,369,2754,558882
9,NC & VA,910239,830055,208782,148540,617504,15613,2734,2040,637891
10,SC,279921,274018,148377,22817,222306,1628,196,524,224654
11,TN,909957,841782,667813,59339,738616,18598,1402,1782,760398
12,TX,5940240,5160475,2032207,569024,3802090,136730,17974,32591,3989385
13,--TOTAL,14731915,13234982,5944939,1803458,10132065,275281,33027,52024,10492397
