,State,Total Issued 2025,Total New Issued 2025,Held by CCC 2025,Under Shipping Order,Open 2025,Open 2024,Open 2023,Open 2022 and earlier,Total Open
0,AL & FL,599238,595639,195330,113151,471267,2663,310,1077,475317
1,AR,1261155,1233793,986015,84796,1068957,12351,162,1501,1082971
2,AZ & NM,215232,215232,131082,28328,205659,29351,2259,1668,238937
3,CA,262830,262830,196608,16286,242428,33871,3029,3365,282693
4,GA,1967556,1777652,483026,532443,1600995,34182,5080,2832,1643089
5,KS & OK,593453,585080,88492,106775,480840,1237,139,523,482739
6,LA,264454,264278,138671,30311,179461,715,114,1269,181559
7,MO,320299,320299,252859,21794,279036,1657,37,198,280928
8,MS,793259,699796,517572,47377,578659,8491,371,2754,590275
9,NC & VA,863893,825347,217164,164716,696514,19615,2913,2129,721171
10,SC,278415,274008,163251,21537,249575,1936,196,524,252231
11,TN,850876,815220,677206,52271,736965,22573,1403,1782,762723
12,TX,5485575,5053804,1969854,605496,4054018,161958,18113,35293,4269382
13,--TOTAL,13756235,12922978,6017130,1825281,10844374,330600,34126,54915,11264015
