,State,Total Issued 2024,Total New Issued 2024,Held by CCC 2024,Under Shipping Order,Open 2024,Open 2023,Open 2022,Open 2021 and earlier,Total Open
0,AL & FL,720843,706146,18704,22385,76685,708,546,666,78605
1,AR,1738511,1582512,282882,68172,392245,1530,1069,781,395625
2,AZ & NM,339115,331915,120113,5413,154684,3950,2546,493,161673
3,CA,285457,285457,94598,3220,117341,3999,2668,1202,125210
4,GA,2889021,1949409,98457,133344,374004,9598,1251,1815,386668
5,KS & OK,541150,425132,3846,4421,26719,646,829,440,28634
6,LA,379254,379254,20028,9543,32982,295,825,549,34651
7,MO,388113,388113,61902,10795,76720,67,159,250,77196
8,MS,1419346,1104908,212288,122502,402656,5826,2369,904,411755
9,NC & VA,1269291,1002859,78990,82634,384264,4274,1705,1043,391286
10,SC,363170,321249,38757,22276,86063,369,194,333,86959
11,TN,1831123,1410500,286428,128496,559455,3179,768,2552,565954
12,TX,5575512,4025555,252277,169875,892953,23058,19479,21497,956987
13,--TOTAL,17739906,13913009,1569270,783076,3576771,57499,34408,32525,3701203
