,State,Total Issued 2025,Total New Issued 2025,Held by CCC 2025,Under Shipping Order,Open 2025,Open 2024,Open 2023,Open 2022 and earlier,Total Open
0,AL & FL,603481,598036,187788,121650,443615,2485,310,1077,447487
1,AR,1269343,1234465,954911,102937,1056041,10938,162,1501,1068642
2,AZ & NM,232881,232881,146867,34628,218519,28456,2259,1667,250901
3,CA,276229,276229,187232,34406,248994,32435,2968,3365,287762
4,GA,2048658,1792969,495147,554903,1564037,32444,4986,2830,1604297
5,KS & OK,631434,620716,98674,123121,501148,1083,139,521,502891
6,LA,264454,264278,129732,28010,167707,363,114,1269,169453
7,MO,320299,320299,243269,23761,271033,1307,37,198,272575
8,MS,803721,699796,499800,64277,575890,8229,371,2754,587244
9,NC & VA,880738,828555,214658,167378,668619,18527,2826,2127,692099
10,SC,278689,274018,156236,24297,240866,1876,196,524,243462
11,TN,863640,824808,662240,59602,735785,21691,1403,1782,760661
12,TX,5666794,5110344,2015099,652432,3980453,150778,18072,34668,4183971
13,--TOTAL,14140361,13077394,5991653,1991402,10672707,310612,33843,54283,11071445
