,State,Total Issued 2024,Total New Issued 2024,Held by CCC 2024,Under Shipping Order,Open 2024,Open 2023,Open 2022,Open 2021 and earlier,Total Open
0,AL & FL,714559,705498,107219,163897,403503,1442,646,717,406308
1,AR,1639965,1582512,807416,166922,1032609,2511,2153,832,1038105
2,AZ & NM,327968,323904,139130,48872,239480,5068,3388,563,248499
3,CA,284835,284835,166510,8672,199323,5700,3185,1252,209460
4,GA,2379306,1948635,336815,646912,1430658,13035,1584,2083,1447360
5,KS & OK,492820,425122,93590,71967,295880,1646,833,446,298805
6,LA,379254,379254,118927,30577,157076,589,906,551,159122
7,MO,388113,388113,192623,31043,235283,69,247,250,235849
8,MS,1180144,1103524,608407,99118,731764,8604,2729,905,744002
9,NC & VA,1096419,986420,289637,164809,768045,8691,2637,1050,780423
10,SC,326930,319487,127584,52425,218081,865,199,392,219537
11,TN,1576271,1392320,898748,136153,1138443,4723,880,2607,1146653
12,TX,4786833,4022243,509237,731208,2136117,38344,36300,23721,2234482
13,--TOTAL,15573417,13861867,4395843,2352575,8986262,91287,55687,35369,9168605
