,State,Total Issued 2025,Total New Issued 2025,Held by CCC 2025,Under Shipping Order,Open 2025,Open 2024,Open 2023,Open 2022 and earlier,Total Open
0,AL & FL,606574,599816,184921,110956,412438,2308,310,1077,416133
1,AR,1292976,1240091,916171,98913,1018212,9801,162,1501,1029676
2,AZ & NM,244251,244251,161663,36274,222762,24658,1995,1667,251082
3,CA,287671,287671,195182,23292,248226,31172,2968,3365,285731
4,GA,2130389,1797526,479765,564953,1479440,31640,4983,2751,1518814
5,KS & OK,668865,657449,112722,90989,476661,1016,139,507,478323
6,LA,264630,264278,118686,16849,144134,362,112,1269,145877
7,MO,320299,320299,224238,26993,255630,844,37,198,256709
8,MS,830711,699796,485723,59024,558650,4861,371,2754,566636
9,NC & VA,904578,829791,208434,157969,630373,16446,2734,2040,651593
10,SC,278953,274018,149099,24448,227214,1671,196,524,229605
11,TN,897131,838868,661426,60464,736466,18949,1403,1782,758600
12,TX,5891723,5151922,2020257,606068,3843060,140295,17973,32575,4033903
13,--TOTAL,14618751,13205776,5918287,1877192,10253266,284023,33383,52010,10622682
