,State,Total Issued 2024,Total New Issued 2024,Held by CCC 2024,Under Shipping Order,Open 2024,Open 2023,Open 2022,Open 2021 and earlier,Total Open
0,AL & FL,720843,706146,5758,28115,65373,669,502,666,67210
1,AR,1740693,1582512,169898,79978,327995,602,966,781,330344
2,AZ & NM,339115,331915,111397,7046,146559,3950,2546,493,153548
3,CA,285457,285457,82577,6226,108312,3954,2529,1179,115974
4,GA,2899646,1949409,36320,129882,305270,8750,1239,1815,317074
5,KS & OK,541150,425132,2817,1497,19810,572,829,440,21651
6,LA,379254,379254,10163,8161,22412,295,825,549,24081
7,MO,388113,388113,47208,10334,66813,67,159,250,67289
8,MS,1432527,1104908,87107,140112,349026,1389,2314,904,353633
9,NC & VA,1274613,1002859,49461,113327,351472,3842,1722,1048,358084
10,SC,363603,321249,17790,29395,74354,355,194,333,75236
11,TN,1849255,1410500,233124,126805,482515,2231,649,2550,487945
12,TX,5601559,4025555,223209,185958,812648,21796,19464,21496,875404
13,--TOTAL,17815828,13913009,1076829,866836,3132559,48472,33938,32504,3247473
