,State,Total Issued 2025,Total New Issued 2025,Held by CCC 2025,Under Shipping Order,Open 2025,Open 2024,Open 2023,Open 2022 and earlier,Total Open
0,AL & FL,302804,302804,91929,28963,297067,7434,315,1108,305924
1,AR,824889,824805,588269,53469,822253,52650,205,1520,876628
2,AZ & NM,34399,34399,16662,20209,34399,54634,2576,1758,93367
3,CA,90630,90630,61878,6050,90456,53820,3029,3365,150670
4,GA,611142,607932,134414,78759,603153,74030,5877,2822,685882
5,KS & OK,157443,157443,35246,2962,155963,3830,476,833,161102
6,LA,210177,210177,147224,16753,203920,2161,114,1270,207465
7,MO,164205,164205,107805,11839,164117,10961,47,208,175333
8,MS,583524,582908,477533,29200,577267,28222,386,3039,608914
9,NC & VA,338918,338832,115376,48751,333542,60117,3185,2413,399257
10,SC,62832,62564,33029,12702,62707,13961,254,526,77448
11,TN,575601,569925,388660,75725,567222,93889,1577,1830,664518
12,TX,2375585,2297514,600785,266936,1953326,252840,18842,38722,2263730
13,--TOTAL,6332149,6244138,2798810,652318,5865392,708549,36883,59414,6670238
