,State,Total Issued 2025,Total New Issued 2025,Held by CCC 2025,Under Shipping Order,Open 2025,Open 2024,Open 2023,Open 2022 and earlier,Total Open
0,AL & FL,285177,285177,85519,27544,280322,7520,315,1108,289265
1,AR,789649,789565,543312,57794,787981,56093,205,1520,845799
2,AZ & NM,29494,29494,16059,21174,29494,55599,2576,1775,89444
3,CA,85746,85746,59497,6662,85744,54260,3029,3365,146398
4,GA,571961,569021,129361,71455,564326,75175,5877,2822,648200
5,KS & OK,143140,143140,35021,3412,142088,3852,476,833,147249
6,LA,200826,200826,141514,17809,196331,2161,114,1270,199876
7,MO,156304,156304,101904,12355,156216,11477,47,208,167948
8,MS,556845,556229,458245,32846,552084,30965,1354,3087,587490
9,NC & VA,319909,319823,111610,51249,315510,62332,3185,2413,383440
10,SC,56596,56328,30963,13059,56545,14501,254,526,71826
11,TN,542976,537300,362210,82139,535284,99877,1577,1830,638568
12,TX,2288261,2214342,580245,277827,1880992,259040,18843,38723,2197598
13,--TOTAL,6026884,5943295,2655460,675325,5582917,732852,37852,59480,6413101
