,State,Total Issued 2025,Total New Issued 2025,Held by CCC 2025,Under Shipping Order,Open 2025,Open 2024,Open 2023,Open 2022 and earlier,Total Open
0,AL & FL,450942,450678,133868,46339,430428,6023,315,1108,437874
1,AR,1074320,1072686,913019,38396,1054924,29381,177,1520,1086002
2,AZ & NM,70881,70881,36212,14013,70881,42580,2429,1717,117607
3,CA,143701,143701,111216,6085,143353,47914,3029,3365,197661
4,GA,1048369,1037587,249424,106600,1022336,55322,5424,2864,1085946
5,KS & OK,265336,265336,36732,9231,258900,2499,469,654,262522
6,LA,250267,250267,190713,18467,232935,1721,114,1270,236040
7,MO,228436,228436,182862,10473,225806,7291,37,199,233333
8,MS,666999,663816,580587,26524,641811,19174,386,3028,664399
9,NC & VA,575258,574825,215192,42248,555878,41700,3112,2413,603103
10,SC,126817,126549,76849,8704,125487,6794,229,524,133034
11,TN,709601,699121,590359,51189,691080,55438,1477,1811,749806
12,TX,3302201,3192953,869775,275946,2701735,220005,18766,38687,2979193
13,--TOTAL,8913128,8776836,4186808,654215,8155554,535842,35964,59160,8786520
