,State,Total Issued 2025,Total New Issued 2025,Held by CCC 2025,Under Shipping Order,Open 2025,Open 2024,Open 2023,Open 2022 and earlier,Total Open
0,AL & FL,159774,159774,0,13090,159688,9189,319,1108,170304
1,AR,479425,479425,7414,37145,479337,73358,204,1520,554419
2,AZ & NM,13552,13552,0,3853,13552,67864,2576,1799,85791
3,CA,38008,38008,211,11811,38008,63065,3029,3365,107467
4,GA,254809,254447,0,50444,253316,92453,5908,2828,354505
5,KS & OK,62528,62528,0,1805,62528,4719,524,833,68604
6,LA,142358,142358,14778,2990,142356,2957,114,1270,146697
7,MO,85662,85662,0,4979,85662,14718,47,208,100635
8,MS,359673,359673,16225,37334,359672,52414,1415,3111,416612
9,NC & VA,120198,120112,0,55477,119668,85032,3243,2445,210388
10,SC,21668,21664,0,15806,21663,19070,286,526,41545
11,TN,331877,330564,58871,70889,328498,135019,1600,1837,466954
12,TX,1497391,1458872,202175,232338,1224197,309198,18991,38736,1591122
13,--TOTAL,3566923,3526639,299674,537961,3288145,929056,38256,59586,4315043
